FIPS,clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
27057,desconocido,0,0,0,0,0,0,0
27059,desconocido,0,0,0,0,0,0,0
27061,desconocido,0,0,0,0,0,0,0
27063,desconocido,0,0,0,0,0,0,0
27065,desconocido,0,0,0,0,0,0,0
27067,desconocido,0,0,0,0,0,0,0
27069,desconocido,0,0,0,0,0,0,0
27071,desconocido,0,0,0,0,0,0,0
27073,desconocido,0,0,0,0,0,0,0
27075,desconocido,0,0,0,0,0,0,0
27077,desconocido,0,0,0,0,0,0,0
27079,desconocido,0,0,0,0,0,0,0
27081,desconocido,0,0,0,0,0,0,0
27083,desconocido,0,0,0,0,0,0,0
27085,desconocido,0,0,0,0,0,0,0
27087,desconocido,0,0,0,0,0,0,0
27089,desconocido,0,0,0,0,0,0,0
27091,desconocido,0,0,0,0,0,0,0
27093,desconocido,0,0,0,0,0,0,0
27095,desconocido,0,0,0,0,0,0,0
27097,desconocido,0,0,0,0,0,0,0
27099,desconocido,0,0,0,0,0,0,0
27101,desconocido,0,0,0,0,0,0,0
27103,desconocido,0,0,0,0,0,0,0
27105,desconocido,0,0,0,0,0,0,0
27107,desconocido,0,0,0,0,0,0,0
27109,desconocido,0,0,0,0,0,0,0
27111,desconocido,0,0,0,0,0,0,0
27113,desconocido,0,0,0,0,0,0,0
27115,desconocido,0,0,0,0,0,0,0
27117,desconocido,0,0,0,0,0,0,0
27119,desconocido,0,0,0,0,0,0,0
27121,desconocido,0,0,0,0,0,0,0
27123,desconocido,0,0,0,0,0,0,0
27125,desconocido,0,0,0,0,0,0,0
27127,desconocido,0,0,0,0,0,0,0
27129,desconocido,0,0,0,0,0,0,0
27131,desconocido,0,0,0,0,0,0,0
27133,desconocido,0,0,0,0,0,0,0
27135,desconocido,0,0,0,0,0,0,0
27137,desconocido,0,0,0,0,0,0,0
27139,desconocido,0,0,0,0,0,0,0
27141,desconocido,0,0,0,0,0,0,0
27143,desconocido,0,0,0,0,0,0,0
27145,desconocido,0,0,0,0,0,0,0
27147,desconocido,0,0,0,0,0,0,0
27149,desconocido,0,0,0,0,0,0,0
27151,desconocido,0,0,0,0,0,0,0
27153,desconocido,0,0,0,0,0,0,0
27155,desconocido,0,0,0,0,0,0,0
27157,desconocido,0,0,0,0,0,0,0
27159,desconocido,0,0,0,0,0,0,0
27161,desconocido,0,0,0,0,0,0,0
27163,desconocido,0,0,0,0,0,0,0
27165,desconocido,0,0,0,0,0,0,0
27167,desconocido,0,0,0,0,0,0,0
27169,desconocido,0,0,0,0,0,0,0
27171,desconocido,0,0,0,0,0,0,0
27173,desconocido,0,0,0,0,0,0,0
28001,estable,69,58.2,81.5,29,-0.8,-23.4,28.6
28003,estable,75.7,65,87.7,37,-4.2,-17,10.7
28005,estable,56.9,42.8,74.8,11,-18.5,-46.1,23.2
28007,estable,62.5,49.6,78,17,-2.3,-14.1,11.1
28009,estable,61.8,43.2,86.6,7,7.2,-14.1,33.7
28011,estable,76.2,63.6,90.5,27,2.4,-9.4,15.6
28013,estable,88.1,70.1,109.5,17,-11.5,-23.8,2.6
28015,estable,72.3,54.2,95.3,11,3.1,-22.3,36.7
28017,decendiente,78.4,62.1,97.8,16,-8.8,-16.5,-0.4
28019,estable,44.4,29.1,66.1,5,-8.2,-54,83
28021,estable,93.3,68.4,124.6,10,3.5,-15.7,27
28023,estable,75,59.6,93.6,17,-9.2,-40.6,38.9
28025,estable,78.5,63.6,96,20,-14.1,-26.8,1
28027,estable,76.3,62.1,92.9,21,2.3,-16.7,25.6
28029,estable,86.2,72.7,101.6,30,-0.1,-13.8,15.6
28031,estable,78,63,95.7,19,-0.6,-16.3,17.9
28033,estable,78.4,72.1,85.2,118,2.9,-12,20.3
28035,estable,84.2,75,94.3,61,0.4,-10.5,12.5
28037,estable,49.9,32.9,73.7,5,1.4,-21.4,30.7
28039,estable,74.7,60.1,91.8,19,-0.5,-8,7.7
28041,estable,46.1,31.4,65.3,7,13.5,-27,76.6
28043,estable,93.4,77.5,111.8,25,-0.8,-9.1,8.2
28045,estable,72.8,63,83.7,41,-1,-28.3,36.7
28047,estable,89.5,83.7,95.7,179,2.1,-10.7,16.6
28049,estable,75.4,70.5,80.6,178,1.1,-5.2,7.8
28051,estable,95,76.7,116.5,19,-4.6,-30.4,30.8
28053,estable,72.3,50.3,100.8,7,-19.9,-35.9,0.1
28055,desconocido,0,0,0,0,0,0,0
28057,estable,95.6,80.4,113.1,28,-5.5,-22.2,14.7
28059,decendiente,75.8,69.6,82.4,116,-6.9,-11.1,-2.5
28061,estable,78.7,62.9,97.6,18,-1.1,-21.7,25
28063,estable,77.7,53.2,110,7,-10.8,-37.3,26.9
28065,estable,68.6,52.1,89.4,12,-5.1,-35.6,40.1
28067,estable,62.9,55.3,71.3,50,1.8,-14.4,20.9
28069,estable,57,40.3,78.8,8,7.4,-22.7,49.3
28071,estable,63.6,53.3,75.3,28,3,-11.2,19.5
28073,estable,62.7,53.4,73.2,33,-6,-19.4,9.5
28075,estable,70.4,62.9,78.6,65,2.5,-2.8,8.1
28077,estable,106,84.1,132.2,17,0.1,-22.9,30
28079,estable,75,60.8,91.7,20,15.8,-3.3,38.6
28081,estable,91.3,82.6,100.6,83,-1,-6.7,5.1
28083,estable,82.3,68.5,98,26,3.8,-17,29.9
28085,estable,68.5,57.5,81,28,-4.3,-29.4,29.7
28087,estable,70.2,61.3,80.1,45,-5.6,-20.4,11.9
28089,estable,70.9,63.1,79.4,64,-5.3,-13.3,3.4
28091,decendiente,81.8,68.4,97.2,27,-5.2,-8.9,-1.4
28093,estable,80.6,68.8,94,34,1.4,-5.1,8.4
28095,estable,81.6,70.3,94.3,38,-8.4,-28.1,16.6
28097,estable,65.6,48.2,87.9,10,-1.5,-31.6,42
28099,estable,59.2,47.9,72.5,19,-1.5,-19.6,20.5
28101,estable,68.2,54.7,84.3,18,-13.4,-36.9,18.9
28103,estable,57.8,40.7,79.8,8,0,-32.5,48.1
28105,estable,51.9,42.2,63.2,20,-4.7,-23.7,19
28107,estable,75.2,63.2,88.9,29,0.1,-23.1,30.3
28109,estable,89,79,100,60,-5.1,-12,2.2
28111,estable,81.6,62.2,105.6,12,-11.1,-23.9,3.9
28113,estable,78.4,67.5,90.6,38,0.7,-10,12.8
28115,estable,80.5,67.3,95.6,27,-1.1,-23,26.9
28117,estable,82.4,68.7,98.3,26,-8.7,-21.3,6
28119,estable,75.1,52.6,104.6,7,-10.3,-32.9,20
28121,estable,76.4,70,83.2,111,-2.5,-12.3,8.5
28123,estable,87.3,73,103.6,27,-1,-11.2,10.4
28125,desconocido,55.8,31.7,92,3,0,0,0
28127,estable,85.9,72,101.7,28,11.8,-3.4,29.3
28129,estable,61.9,47.7,79.3,13,-10.6,-34.5,22
28131,decendiente,82.2,64.8,103,16,-13.1,-24,-0.6
28133,estable,65,51.9,80.3,18,-3.2,-24.4,23.9
28135,estable,81.1,62.3,103.8,13,10.2,-14.9,42.7
28137,estable,87.8,73.2,104.4,27,6.3,-8.3,23.3
28139,estable,71.8,57.9,88.1,19,4.3,-9.9,20.8
28141,estable,78.4,64.4,95,22,1.3,-21.8,31.3
28143,estable,84.2,59.2,115.8,8,0,-9.9,11
28145,estable,72.4,59.7,87.1,23,-5.1,-18,9.7
28147,estable,50.8,37.6,67.5,10,-8,-30.5,21.7
28149,estable,73.7,63.8,84.8,41,-8.6,-24,9.9
28151,creciente,75.8,65.7,87.1,42,13.7,3.7,24.8
28153,estable,61.2,48,77,15,-4,-28.3,28.3
28155,estable,90.6,68.8,117.7,12,-8.7,-26.3,13.1
28157,estable,60.5,42,84.8,7,11,-21.6,57.2
28159,estable,83.9,68.4,102.1,21,-7.9,-24,11.6
28161,estable,114.7,93.2,140.2,20,2,-19.4,29
28163,estable,95.3,79.8,113,27,12,-3.1,29.5
29001,estable,57.8,45.3,72.7,15,-3.2,-16.9,12.7
29003,estable,50.5,38,66.2,11,3.1,-10.2,18.4
29005,estable,71,48.6,102.4,7,-3.8,-34.8,41.9
29007,estable,90.1,75.8,106.5,29,2.8,-18,29.1
29009,creciente,77.4,66.7,89.4,39,2.9,0.6,5.2
29011,creciente,67.2,50.7,87.9,12,14.8,9.3,20.6
29013,estable,80.8,65.3,99.3,19,-7,-33.3,29.5
29015,estable,89.1,75.5,105.3,33,8.4,-24.9,56.6
29017,estable,96.4,76.2,120.9,16,2,-11.2,17.2
29019,decendiente,63.4,57.4,69.8,86,-7.1,-12.6,-1.2
29021,estable,86.8,78.8,95.4,88,0.6,-6.4,8.1
29023,estable,95.7,84.7,107.8,56,-3.2,-17.1,13
29025,estable,89.3,67.1,117.1,11,3.9,-24.8,43.5
29027,estable,79.4,68.4,91.8,39,-4.3,-9.6,1.4
29029,estable,68.6,60,78.3,51,-0.2,-18.2,21.6
29031,estable,70.1,62.4,78.5,62,-0.3,-13.7,15.1
29033,estable,94.6,72.8,121.9,13,-2.6,-18.6,16.6
29035,estable,110,79.5,149.1,9,6.7,-38,83.6
29037,estable,70.1,63.4,77.4,81,4.9,-5.7,16.8
29039,estable,78.3,62,98.1,17,-6.8,-32.5,28.7
29041,estable,67.7,48.1,93.9,8,-8.8,-46.6,56
29043,estable,63,55.5,71.2,53,-2.2,-9.4,5.6
29045,estable,95.2,69.7,128.1,9,-5.7,-26.5,21.1
29047,estable,79,73.8,84.6,173,-0.2,-15.6,17.9
29049,estable,83.5,68.5,100.9,22,7.5,-24.3,52.6
29051,estable,64,56.4,72.4,53,2.9,-7.4,14.3
29053,estable,69,54.2,87,15,-2.8,-16,12.3
29055,estable,93.1,78.6,109.7,30,2.8,-18.3,29.4
29057,estable,83.3,61.2,112.1,10,1.2,-10.2,14.1
29059,estable,79.2,63.5,98.1,18,-17,-38.1,11.3
29061,estable,75,54,102.4,9,7.2,-30.4,65.2
29063,estable,39.5,26.8,56.7,6,-9,-52.3,73.8
29065,estable,74.4,59.5,92.5,17,-13,-35.9,18
29067,estable,51.9,38.7,68.9,11,-2,-28.4,34
29069,estable,100.1,86.8,115.1,41,6.8,-7.3,23.1
29071,estable,76.9,69.9,84.4,92,1.3,-11.3,15.7
29073,decendiente,64,50.2,81.1,15,-11,-17.9,-3.4
29075,estable,66.3,44.9,95.6,7,-21.5,-50.8,25.5
29077,estable,69.8,65.7,74.1,220,-6.3,-14.3,2.4
29079,estable,71.9,54.2,94.5,11,-10.5,-28.2,11.5
29081,estable,79.6,59,106,11,-2.3,-36.5,50.3
29083,estable,100.3,85.2,117.6,33,-4.1,-17.8,11.8
29085,estable,73.4,57.5,94.5,16,-0.9,-14.1,14.5
29087,estable,68.3,43.8,103.9,5,-7.5,-35.8,33.2
29089,creciente,54.6,38,76.5,7,10.4,1.1,20.6
29091,estable,81.4,70.8,93.2,44,-5,-14.5,5.5
29093,estable,103.3,81.7,129.7,16,8.1,-27,59.9
29095,estable,75.3,72.4,78.2,542,-2.1,-5.1,1.1
29097,estable,85.8,78.7,93.4,109,6.6,-13.7,31.6
29099,estable,85.9,80.5,91.7,195,-6,-11.8,0.1
29101,estable,66.1,56.2,77.2,33,0,-13.2,15.2
29103,estable,92.7,61.9,136.1,6,-2.9,-22,20.9
29105,estable,76.5,65.4,89.1,35,7.1,-4.7,20.3
29107,estable,73.9,62.8,86.6,32,4,-6.7,15.8
29109,estable,66.5,56.7,77.6,34,-2.3,-15.6,13
29111,creciente,79.9,60,105.1,11,15.5,5.9,25.9
29113,estable,87.7,76.4,100.2,45,2.3,-24.9,39.3
29115,estable,91.5,73.1,113.9,17,3,-12,20.5
29117,estable,86.8,69.3,107.7,18,-9.3,-30.5,18.2
29119,estable,77.8,62.7,95.6,19,0.6,-27.2,39.1
29121,creciente,41.9,31.1,55.9,10,11.9,5.2,19
29123,estable,106.8,86.1,131.6,19,9.1,-4.8,25
29125,estable,60.4,43,83.6,8,14.9,-6.7,41.6
29127,estable,87.9,74.7,102.8,33,-4.3,-11.1,3
29129,estable,114.1,78.1,163.9,7,-19.5,-48.9,27
29131,estable,88.8,74.5,105.2,28,-6.6,-29.9,24.6
29133,estable,100,80,123.8,18,-4.4,-26.9,25.1
29135,estable,54.6,40.2,72.8,10,-0.6,-30.3,42
29137,estable,77.2,56.8,103.4,10,10.1,-28.7,70.1
29139,estable,83,64.6,105.6,14,-1.3,-13.6,12.7
29141,estable,85,71.4,100.9,29,3.2,-28.7,49.3
29143,estable,112.7,94.5,133.8,28,0.4,-2.9,3.9
29145,estable,57.8,50.1,66.4,42,2.1,-26.3,41.5
29147,estable,73.5,58.8,90.8,18,-3.3,-15.3,10.3
29149,estable,65.2,49.3,85.6,12,0.1,-21.4,27.3
29151,estable,59.6,44.3,78.8,10,-15,-40.6,21.5
29153,estable,78.9,61.1,101.7,14,5,-10.1,22.5
29155,estable,88.6,71.4,108.7,19,0.9,-17.2,22.9
29157,estable,75.1,60.2,92.7,18,-4.2,-26.6,25
29159,estable,71.2,61,82.7,35,2.9,-15.7,25.7
29161,estable,71.7,61.5,83.2,36,3.1,-8.7,16.5
29163,estable,94.3,77.3,114,22,-0.6,-17.9,20.2
29165,estable,59.8,52.7,67.5,56,-2.6,-17.7,15.2
29167,estable,66,55,78.7,26,-4.3,-15.8,8.8
29169,estable,103.4,88.4,120,35,-0.8,-14,14.4
29171,estable,92.9,65,131.2,7,2.1,-32.3,53.9
29173,estable,67,48.7,90.7,9,27.6,-11.5,84
29175,estable,84.8,70.4,101.3,25,3.7,-9.8,19.1
29177,estable,92.8,77.5,110.4,27,-1.9,-13.8,11.8
29179,estable,68.4,47.7,96.9,7,11.7,-13.6,44.4
29181,estable,95,77,116.5,20,9.8,-20.2,50.9
29183,estable,73.7,69.8,77.9,264,-1.5,-6.9,4.2
29185,decendiente,73.6,56.2,96.1,13,-16.7,-25.2,-7.3
29186,estable,53.6,41.3,68.8,13,-5.5,-25.1,19.1
29187,estable,106.8,96.7,117.8,82,0,-7.8,8.3
29189,estable,69,66.9,71.1,854,-1.3,-3.4,0.9
29195,estable,74.3,60.8,90,22,4.5,-17.8,32.9
29197,estable,64.2,38.7,102,4,5.9,-44.8,103
29199,estable,58,34.6,92.8,4,1.8,-22.8,34.3
29201,estable,99,86.8,112.6,49,3.8,-7.5,16.5
29203,estable,70.3,49.9,97.2,9,6.3,-12,28.4
29205,estable,71.9,48.7,103.6,7,-1.6,-20.9,22.6
29207,estable,93.4,80.6,107.9,39,1.2,-6.1,9.1
29209,estable,66.5,57.1,77.5,39,-0.4,-19.1,22.7
29211,estable,88.6,62.9,122.2,8,0.9,-16.8,22.4
29213,estable,80.6,71.4,90.7,58,-6.8,-15.6,2.9
29215,estable,71,59.3,84.6,26,-9.8,-33.3,21.9
29217,creciente,75.9,62.1,92.2,21,20.4,12.8,28.6
29219,estable,76,64.2,89.4,30,-6.4,-24.3,15.7
29221,estable,93,78,110.2,28,-6.2,-23.5,15
29223,estable,114.9,95.3,138.1,25,-3.3,-15.5,10.6
29225,estable,73.9,62.4,87,30,-6,-25.7,19
29227,desconocido,0,0,0,0,0,0,0
29229,decendiente,83.4,68.1,101.4,21,-11.5,-19.2,-3.2
29510,estable,88.9,84.1,93.8,275,-2.5,-6.1,1.3
30001,estable,52,36,73.9,7,-4.3,-30.9,32.6
30003,estable,42.3,26.5,63.5,5,-12.9,-55.9,72.2
30005,estable,76.8,50.7,111.9,6,-11.6,-38.5,27
30007,estable,44.9,26.3,73.5,4,-8.3,-27.9,16.6
30009,estable,35.8,23.7,53.4,6,10.4,-27.7,68.5
30011,desconocido,0,0,0,0,0,0,0
30013,estable,66.6,59.6,74.2,68,-6.7,-18.4,6.6
30015,creciente,59.1,36.4,91.8,5,37.5,10.9,70.4
30017,estable,70.8,53.4,92.6,11,2,-18,26.9
30019,desconocido,0,0,0,0,0,0,0
30021,estable,84.6,63.2,111.7,11,0.3,-28.7,41
30023,estable,59.5,43.1,81.5,9,1.2,-37.5,63.8
30025,desconocido,0,0,0,0,0,0,0
30027,estable,58.5,44.2,77.2,12,-10.6,-37.1,27.1
30029,estable,58.4,52.1,65.3,65,2.2,-10.4,16.6
30031,decendiente,37.1,31.1,43.9,29,-9.1,-15,-2.8
30033,desconocido,0,0,0,0,0,0,0
30035,estable,92.4,69.1,120.8,11,-11.8,-37.5,24.5
30037,desconocido,0,0,0,0,0,0,0
30039,desconocido,0,0,0,0,0,0,0
30041,estable,64.4,48.5,84,11,-13.8,-35.4,15
30043,estable,71.9,53,96.1,11,-15.2,-28.6,0.8
30045,desconocido,0,0,0,0,0,0,0
30047,estable,52.6,42.9,64,21,1.7,-24,36
30049,estable,65.2,57.1,74.2,49,-1.2,-17.6,18.5
30051,desconocido,0,0,0,0,0,0,0
30053,estable,71.4,58.8,86.7,24,3.9,-27,47.8
30055,desconocido,0,0,0,0,0,0,0
30057,estable,44.9,29.1,68.1,6,5,-46.8,107.2
30059,desconocido,97.1,56.1,167.6,3,0,0,0
30061,estable,66.4,41.6,104.7,5,9.1,-47.8,128.1
30063,estable,56.9,50.5,63.9,61,-7.6,-29.2,20.5
30065,estable,82,55.2,120.8,6,-19.1,-44.1,17.1
30067,estable,42.8,30.9,58.2,9,7.1,-26.6,56.2
30069,desconocido,0,0,0,0,0,0,0
30071,estable,53.2,31.5,88.1,4,3,-13.2,22.3
30073,estable,66.3,43.8,97.6,6,-16.4,-34.8,7.3
30075,desconocido,0,0,0,0,0,0,0
30077,estable,85.3,60.7,117.7,8,-4.7,-24.3,20
30079,desconocido,0,0,0,0,0,0,0
30081,estable,48.9,41.3,57.6,31,-6,-20.4,11.1
30083,estable,78.6,58,104.7,10,1.8,-53.5,123.1
30085,estable,64.2,43.2,91.7,6,7.3,-21.6,46.9
30087,estable,56.8,36.1,84.8,5,12.8,-9.7,40.8
30089,estable,62.1,47.3,81.6,13,7.5,-16.1,37.7
30091,desconocido,68,42.6,108.5,5,0,0,0
30093,estable,56,46.5,67,25,-0.6,-27.3,35.9
30095,estable,49.2,33.7,70.6,7,-3.4,-34.3,42.1
30097,estable,70.2,42.7,113.2,4,9.1,-15.4,40.8
30099,estable,60.8,40.9,89.1,6,-6.9,-15.3,2.3
30101,estable,77.5,50.1,115.8,5,-32.5,-63.6,25.3
30103,desconocido,0,0,0,0,0,0,0
30105,creciente,48.8,32.6,72,6,38.6,19.1,61.3
30107,desconocido,0,0,0,0,0,0,0
30109,desconocido,0,0,0,0,0,0,0
30111,estable,60.9,55.8,66.5,105,3.7,-7.6,16.3
31001,estable,62.7,51.7,75.4,24,7.1,-12.3,30.7
31003,estable,51.1,34,76,6,8,-35.7,81.1
31005,desconocido,0,0,0,0,0,0,0
31007,desconocido,0,0,0,0,0,0,0
31009,desconocido,0,0,0,0,0,0,0
31011,estable,50.2,28.8,82.6,4,10.2,-29.2,71.6
31013,estable,48.9,33.2,69.6,7,-5.6,-23.1,15.9
31015,desconocido,0,0,0,0,0,0,0
31017,desconocido,0,0,0,0,0,0,0
31019,estable,49.3,40.5,59.5,23,0.6,-11.7,14.7
31021,estable,66.2,46.2,93.8,7,17.1,-29.6,94.7
31023,estable,48,31.6,70.8,6,-3.5,-23.5,21.8
31025,estable,65.5,52.9,80.4,19,-9.8,-27,11.4
31027,estable,32.5,20.2,50.9,5,-12,-40.9,31.1
31029,estable,77.6,48.6,120.2,5,14.4,-51.2,168.4
31031,desconocido,38.1,21.6,64.4,3,0,0,0
31033,estable,60.7,42.7,84.2,8,-11.4,-34.6,20.1
31035,estable,54.1,34.7,81.8,5,-1.9,-28.2,33.9
31037,estable,45.9,29.8,67.7,5,-23.7,-49.8,16.1
31039,estable,41.6,27.7,61.4,6,-6.1,-17.9,7.5
31041,estable,48.3,34.4,66.9,8,-14.8,-32.1,6.9
31043,estable,73,57.1,91.9,15,5.4,-24.4,47.1
31045,estable,43.8,28.8,65.1,5,3.2,-12,21
31047,estable,45.9,35.2,58.9,13,9.7,-29,69.7
31049,desconocido,0,0,0,0,0,0,0
31051,estable,63.3,41.7,93.8,6,5.3,-24.1,46.2
31053,estable,70.2,60.2,81.6,36,-5.6,-22,14.3
31055,estable,69.5,66.1,72.9,338,-0.3,-2.3,1.8
31057,desconocido,0,0,0,0,0,0,0
31059,estable,48.1,29.8,75.7,5,15.9,-33.2,101.3
31061,desconocido,0,0,0,0,0,0,0
31063,desconocido,0,0,0,0,0,0,0
31065,estable,65.8,42.7,100,5,12.1,-56,185.7
31067,estable,59.5,47.9,73.4,19,4.4,-13.3,25.8
31069,desconocido,0,0,0,0,0,0,0
31071,desconocido,0,0,0,0,0,0,0
31073,desconocido,0,0,0,0,0,0,0
31075,desconocido,0,0,0,0,0,0,0
31077,desconocido,0,0,0,0,0,0,0
31079,estable,57.8,49.8,66.8,38,-1.1,-23,27.2
31081,estable,48,32.1,69.9,6,10.6,-0.8,23.2
31083,desconocido,0,0,0,0,0,0,0
31085,desconocido,0,0,0,0,0,0,0
31087,desconocido,0,0,0,0,0,0,0
31089,estable,49.5,34.9,69.1,8,-8.2,-30.4,21.2
31091,desconocido,0,0,0,0,0,0,0
31093,estable,54.1,34.8,81.8,5,11.6,-24.5,65
31095,estable,65.2,45.9,91.4,8,5.1,-36,72.6
31097,estable,97.5,67.2,138.2,7,11.1,-12.9,41.8
31099,estable,60.8,39.6,90.4,6,-0.7,-36.3,55
31101,estable,49.2,34.2,70.3,7,-1,-33.7,47.9
31103,desconocido,0,0,0,0,0,0,0
31105,estable,60.6,36.4,98.8,4,-7.6,-39.6,41.3
31107,estable,59.3,42.6,82,8,-11.9,-52.8,64.5
31109,estable,57.3,53.3,61.6,155,2.7,-1.5,7
31111,estable,57.1,47.6,68,26,0.6,-14.1,17.8
31113,desconocido,0,0,0,0,0,0,0
31115,desconocido,0,0,0,0,0,0,0
31117,desconocido,0,0,0,0,0,0,0
31119,estable,61.4,50.9,73.5,25,-9.7,-22.3,5
31121,estable,68,48.3,94.3,8,-5.1,-30.3,29.3
31123,estable,71.6,45.8,108.4,5,20.9,-15,72
31125,desconocido,0,0,0,0,0,0,0
31127,estable,62.5,41,91.9,6,35.3,-10.7,104.9
31129,estable,64.8,42.1,99.5,5,-3.3,-35.2,44.4
31131,creciente,59.6,45.6,76.9,13,19.4,8.1,31.9
31133,desconocido,60.9,34.2,108,3,0,0,0
31135,desconocido,0,0,0,0,0,0,0
31137,estable,44.3,29.7,64.6,6,-6.2,-43.2,54.9
31139,estable,56,37.1,82.4,6,6,-45.6,106.8
31141,estable,54.9,44.9,66.5,21,6.2,-9.3,24.4
31143,estable,65.7,42.9,98.5,5,7.1,-38.4,86.4
31145,estable,49.5,35.4,68.3,8,3.6,-20.9,35.7
31147,estable,60.6,43.4,83.9,8,-3.5,-38,50.2
31149,desconocido,0,0,0,0,0,0,0
31151,estable,79.5,60.7,102.5,12,10.6,-18.3,49.7
31153,estable,65.1,58.7,71.9,81,2.2,-2.1,6.7
31155,estable,60.8,48.4,75.7,17,-8.5,-28.4,17
31157,estable,45.9,37.7,55.5,22,-10.1,-28.9,13.5
31159,estable,44.2,32.4,59.3,9,7.6,-1.7,17.6
31161,estable,42.2,25.6,68.6,4,4.2,-27.7,50.1
31163,desconocido,0,0,0,0,0,0,0
31165,desconocido,0,0,0,0,0,0,0
31167,desconocido,0,0,0,0,0,0,0
31169,estable,57.9,35.5,91.5,5,32.1,-27.7,141.5
31171,desconocido,0,0,0,0,0,0,0
31173,estable,65.1,40.1,99.7,4,3.8,-30.9,56.1
31175,desconocido,0,0,0,0,0,0,0
31177,estable,43.1,32.4,56.5,11,3,-27.8,46.9
31179,desconocido,29.3,16.6,48.7,3,0,0,0
31181,estable,68.8,43.6,107.8,5,-0.1,-33.5,50.2
31183,desconocido,0,0,0,0,0,0,0
31185,estable,36.8,25.5,51.9,7,16.5,-18.6,66.8
32001,desconocido,0,0,0,0,0,0,0
32003,desconocido,0,0,0,0,0,0,0
32005,desconocido,0,0,0,0,0,0,0
32007,desconocido,0,0,0,0,0,0,0
32009,desconocido,0,0,0,0,0,0,0
32011,desconocido,0,0,0,0,0,0,0
32013,desconocido,0,0,0,0,0,0,0
32015,desconocido,0,0,0,0,0,0,0
32017,desconocido,0,0,0,0,0,0,0
32019,desconocido,0,0,0,0,0,0,0
32021,desconocido,0,0,0,0,0,0,0
32023,desconocido,0,0,0,0,0,0,0
32027,desconocido,0,0,0,0,0,0,0
32029,desconocido,0,0,0,0,0,0,0
32031,desconocido,0,0,0,0,0,0,0
32033,desconocido,0,0,0,0,0,0,0
32510,desconocido,0,0,0,0,0,0,0
33001,decendiente,65.6,58,74,56,-12.1,-17.3,-6.7
33003,estable,65.8,57.9,74.7,53,-3,-13.2,8.4
33005,estable,66.6,59.4,74.6,63,0.1,-11.1,12.7
33007,estable,69.9,59.8,81.4,36,-3,-10.3,4.9
33009,estable,56.4,50.3,63.1,65,-1.5,-12.1,10.4
33011,estable,66.2,62.7,69.8,283,-2.1,-5.8,1.7
33013,estable,66.9,61.5,72.7,118,-3.2,-8.4,2.3
33015,estable,72.5,68.3,76.8,242,-2.4,-6.7,2
33017,estable,75,68.3,82.1,96,3.6,-5.5,13.5
33019,estable,72.6,63.1,83.2,44,0.2,-7.1,8
34001,decendiente,69.9,65.9,74.2,230,-6.4,-11.4,-1.2
34003,decendiente,50.9,49,52.8,580,-3.3,-4.9,-1.8
34005,estable,65.1,62,68.3,342,-5.7,-13.2,2.4
34007,estable,71.9,68.8,75.2,406,-5.4,-11.3,0.9
34009,estable,83.5,77.2,90.2,136,-0.4,-1,0.3
34011,estable,73.4,67.6,79.6,122,-6.9,-15.5,2.5
34013,decendiente,50.9,48.7,53.3,399,-2.6,-3.2,-2
34015,estable,80.5,76,85.2,250,-5.6,-13.3,2.7
34017,decendiente,48.8,46.3,51.5,279,-2.1,-2.5,-1.7
34019,decendiente,54.4,49,60.3,80,-1.7,-2.4,-0.9
34021,decendiente,59.1,55.7,62.6,235,-1.2,-1.6,-0.7
34023,estable,53.4,51.2,55.6,459,-7.3,-15.6,1.9
34025,estable,63.9,61.3,66.6,475,-7.1,-13.8,0.1
34027,decendiente,49.6,47,52.3,287,-5.8,-9,-2.4
34029,decendiente,71.4,68.9,73.9,645,-4,-6,-1.9
34031,decendiente,53.8,50.9,56.7,276,-1.2,-1.7,-0.7
34033,decendiente,72.8,64.8,81.6,62,-1.1,-1.8,-0.3
34035,decendiente,48.7,45.4,52.2,171,-1.3,-1.9,-0.7
34037,decendiente,64.2,58.6,70.1,106,-1.3,-1.9,-0.7
34039,decendiente,47.9,45.4,50.6,274,-1.6,-2.2,-1.1
34041,decendiente,65.4,59.2,72.1,85,-1,-1.8,-0.3
35001,decendiente,39.4,37.4,41.6,277,-1.3,-1.6,-0.9
35003,desconocido,41.2,24,77.3,4,0,0,0
35005,decendiente,47.5,40.8,55.1,36,-8.1,-14.6,-1.2
35006,estable,50.6,39.6,63.7,15,-0.2,-2.1,1.7
35007,estable,38.1,27.6,52.3,9,-0.9,-3.1,1.4
35009,estable,46.8,38.3,56.6,21,-0.3,-1.8,1.2
35011,desconocido,0,0,0,0,0,0,0
35013,estable,42.6,38.7,46.7,92,-0.5,-1,0
35015,estable,47.3,39.8,55.7,29,-1,-2.3,0.2
35017,estable,44.7,36.4,54.7,22,-0.6,-2.1,0.9
35019,desconocido,0,0,0,0,0,0,0
35021,desconocido,0,0,0,0,0,0,0
35023,desconocido,0,0,0,0,0,0,0
35025,decendiente,57.7,49.3,67.1,34,-1.2,-2.3,-0.1
35027,estable,45.4,36,57.3,17,0,-1.4,1.5
35028,estable,26.5,18.1,38,7,-1.8,-4.2,0.6
35029,estable,56.8,46.5,69.1,22,0.2,-1.3,1.8
35031,decendiente,13.5,9.7,18.3,9,-3,-5.3,-0.7
