FIPS,clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
48489,estable,40.4,29.2,54.5,9,-11,-37.2,26.3
48491,estable,50.9,47.5,54.5,178,-4.7,-15.1,7.1
48493,estable,43.7,35.7,53,22,1.2,-23.9,34.5
48495,estable,67.8,43,101.5,5,-14.1,-32.9,9.9
48497,estable,63.1,54.5,72.7,41,3.7,-4.1,12
48499,estable,75.4,66.5,85.4,57,-5.5,-15.2,5.4
48501,estable,66.2,42.3,98.5,5,-10.9,-69,156.3
48503,estable,74.2,60.1,91.1,20,-0.2,-19.8,24.3
48505,estable,38.2,23.8,57.8,4,-10.5,-30.8,15.7
48507,desconocido,0,0,0,0,0,0,0
49001,desconocido,0,0,0,0,0,0,0
49003,estable,20.4,15,27.1,10,-0.9,-2.8,1.1
49005,estable,15.8,12,20.3,12,0.4,-1.9,2.7
49007,estable,51.1,38.8,66.1,12,0.6,-1.4,2.7
49009,desconocido,0,0,0,0,0,0,0
49011,estable,25,22.1,28.2,57,-0.6,-1.8,0.6
49013,estable,50.2,35.9,68.2,8,-0.7,-3.3,1.9
49015,desconocido,0,0,0,0,0,0,0
49017,desconocido,0,0,0,0,0,0,0
49019,desconocido,61.9,42.8,87.3,7,0,0,0
49021,estable,29.5,22.3,38.3,11,-1.5,-3.9,1
49023,desconocido,0,0,0,0,0,0,0
49025,desconocido,32.6,19,53.9,4,0,0,0
49027,desconocido,25.8,15.2,41.1,4,0,0,0
49029,desconocido,0,0,0,0,0,0,0
49031,desconocido,0,0,0,0,0,0,0
49033,desconocido,0,0,0,0,0,0,0
49035,decendiente,32.1,30.4,34,260,-0.6,-1,-0.1
49037,desconocido,0,0,0,0,0,0,0
49039,estable,29.3,20.8,40,8,-0.3,-3.2,2.6
49041,estable,30.3,21.3,42.1,7,0.1,-2,2.2
49043,estable,18.2,11.4,27.5,6,-2.8,-5.9,0.3
49045,estable,40.2,31.7,50.2,16,-1.6,-3.3,0
49047,estable,27.6,19.3,38.2,7,-12.9,-24.5,0.5
49049,decendiente,18.5,16.3,20.8,56,-1.4,-2.3,-0.6
49051,desconocido,34.5,22.7,49.7,6,0,0,0
49053,estable,29.7,26.2,33.5,55,-0.8,-1.9,0.2
49055,desconocido,0,0,0,0,0,0,0
49057,estable,33.6,30.1,37.4,69,-0.5,-1.4,0.4
50001,decendiente,65.6,55.2,77.5,30,-11.3,-16.3,-6.1
50003,estable,64.3,55,74.9,36,-3.6,-17.2,12.1
50005,estable,74.8,62.9,88.4,29,-6.8,-16.4,4
50007,estable,65.5,59.8,71.5,104,-3.1,-11.4,5.9
50009,estable,77.6,54.9,108.8,8,-11.5,-40.7,32.1
50011,estable,79.6,68.8,91.6,41,-0.8,-6.4,5.1
50013,estable,89.1,61,126.2,7,6.8,-35.5,76.7
50015,estable,66.1,53.3,81.2,19,1.2,-21.9,31
50017,estable,67.2,55.4,81,24,-13,-29.6,7.4
50019,estable,59.4,48.8,71.9,23,-6,-21.8,13.1
50021,decendiente,72.6,64.6,81.5,63,-4.9,-6.8,-2.9
50023,estable,61,53.2,69.6,46,0.4,-14.8,18.2
50025,estable,58.9,50.4,68.6,36,-6.5,-14.2,2
50027,estable,67.4,59.6,76,57,-5.3,-14.9,5.4
51001,estable,91.1,79.5,104.1,46,-6.9,-27.5,19.6
51003,estable,41,36,46.6,49,-11.5,-40.8,32.4
51005,decendiente,54.8,42.7,70,14,-22,-32,-10.6
51007,decendiente,75.3,57.8,96.9,13,-13.3,-23.7,-1.5
51009,estable,64.7,54.4,76.6,28,-1.7,-16.3,15.4
51011,estable,75.5,59.3,95.2,15,-13.6,-33.7,12.4
51013,estable,37.2,32.9,41.8,61,-6.3,-14.2,2.3
51015,estable,51.7,45.6,58.6,53,-10.8,-24.4,5.3
51017,estable,66,42,102.1,5,11.9,-21.9,60.2
51021,estable,83.5,59.3,115.7,8,-4.7,-48.1,75.1
51023,estable,56.4,46.9,67.6,26,-14.6,-31.3,6.2
51025,estable,74.6,59.9,92.4,18,-12.5,-31.2,11.3
51027,estable,53.9,43.1,66.9,18,-18.3,-36.4,4.9
51029,estable,76.7,60.8,95.8,17,-9.7,-30.3,17.2
51031,estable,54.2,46.9,62.5,40,-14.7,-38,17.2
51033,estable,83.6,70.3,98.9,29,-1.9,-26.1,30.1
51035,estable,56.4,47,67.4,26,-12.5,-44.2,37.4
51036,estable,51.9,35.4,75.9,7,-38.6,-68.2,18.5
51037,estable,59.5,44.8,78.3,11,6.2,-33.4,69.2
51041,decendiente,69.4,65.1,73.9,211,-8.9,-16.3,-0.7
51043,estable,63.4,48.4,82.1,13,-10.3,-43.1,41.3
51045,estable,58.9,37,91.5,5,-4.3,-46.9,72.4
51047,estable,70.6,60.3,82.1,35,10.3,-16.9,46.4
51049,estable,64.8,46.8,88.2,9,-16.4,-41.4,19.3
51051,estable,76.1,60.4,95,17,-19.1,-36.8,3.6
51053,estable,70.9,58.5,85.2,24,5.9,-21.8,43.4
51057,estable,81.5,62.5,105.3,13,-1,-16.1,16.8
51059,estable,40,38.2,41.9,390,-4.1,-13.7,6.5
51061,estable,48.7,41.7,56.6,37,-0.2,-13.9,15.7
51063,estable,47.5,35.2,63.2,10,-6.1,-25,17.5
51065,estable,66.4,54.3,80.4,22,-5.2,-23.5,17.5
51067,decendiente,53.1,45.9,61.1,42,-11.4,-16.3,-6.2
51069,estable,72.3,64.5,80.9,64,-0.1,-12.5,14.1
51071,decendiente,66.7,52.8,83.7,16,-6.9,-13.1,-0.2
51073,estable,88.7,76.8,102,42,1.7,-14.9,21.7
51075,estable,66.3,53.4,81.7,20,-10.2,-28.1,12.2
51077,decendiente,63.6,50.3,80.2,16,-14.4,-26.6,-0.2
51079,estable,62.5,48.2,79.9,14,-15.2,-30.8,4
51081,estable,81.5,61.8,106,12,-2.8,-27.3,29.8
51083,estable,58.7,49.8,68.9,32,-10.1,-20,1.1
51085,estable,80.7,73.5,88.6,94,2.9,-2.4,8.4
51087,estable,57.2,53.6,61.1,190,-1.3,-5.9,3.5
51089,estable,69.9,61.8,78.9,56,-1.1,-8.4,6.8
51091,desconocido,0,0,0,0,0,0,0
51093,decendiente,63,52.9,74.7,29,-10.7,-14.5,-6.8
51095,estable,42.8,37.2,49.1,45,1.5,-10.6,15.2
51097,estable,80.1,57.4,110.2,8,-9.1,-44.8,49.6
51099,estable,92.7,74.6,113.8,19,9.1,-18.4,45.8
51101,estable,60.8,45.4,79.9,11,5,-35,69.7
51103,estable,58.5,45.8,75.7,15,-6.4,-18.6,7.6
51105,decendiente,82.4,68.9,98,27,-15.8,-26.3,-3.9
51107,decendiente,40.8,36.8,45.1,85,-13.5,-22.4,-3.5
51109,estable,80,68.2,93.5,35,2,-9.6,15.1
51111,estable,67.5,51.4,87.6,12,14.4,-16.7,57.1
51113,estable,81.9,64.1,103.6,15,20.5,-11.4,63.9
51115,estable,64.6,46.8,88.7,10,-5.1,-35.7,40
51117,estable,75.2,64.7,87.2,39,10,-13.4,39.9
51119,estable,79.4,62,101.7,16,-2.6,-8.6,3.9
51121,estable,54,47,61.9,43,-6.1,-25.7,18.7
51125,estable,92,74.8,112.7,21,4,-17.7,31.4
51127,estable,76.4,59.3,97,15,-3.3,-26.1,26.4
51131,estable,83.6,65.9,105.5,17,-5.4,-21.5,13.9
51133,estable,71.6,57.7,89.6,20,7.3,-18.7,41.6
51135,estable,67.6,52.8,85.7,14,1.3,-28.7,43.8
51137,estable,77.8,66.9,90.2,37,1.4,-20.9,29.9
51139,estable,66.1,54.2,80.2,22,-1.3,-21.7,24.4
51141,estable,51.2,40.1,65.1,15,-25.4,-50.2,11.6
51143,decendiente,59.3,52.3,67.1,54,-17.9,-23.9,-11.4
51145,estable,65.8,53.3,80.5,21,3.2,-23,38.3
51147,estable,53.3,41,68.3,13,-0.1,-16.2,19
51149,estable,65.2,53.7,78.5,24,-13.4,-33,11.9
51153,estable,48.4,44.5,52.6,133,-2.3,-14.2,11.2
51155,estable,62.8,53.4,73.7,32,-3.9,-11.6,4.3
51157,estable,65.2,45.1,92.8,7,7.9,-21.9,49.1
51159,estable,72.9,53.5,98.2,9,-10.5,-23.1,4.2
51161,estable,55.2,49.6,61.4,72,-10,-19.1,0.1
51163,decendiente,32,24.3,42,12,-28.1,-42.1,-10.7
51165,estable,49.4,43.4,55.9,51,-4.9,-17.2,9.2
51167,estable,63.5,52.8,76.1,25,-12.9,-26.6,3.3
51169,estable,72.1,59.9,86.5,25,-0.6,-32.8,47
51171,estable,67.4,58.4,77.5,41,6.7,-7.7,23.3
51173,estable,92,79.8,105.7,42,-5.6,-18.4,9.3
51175,estable,63.8,50.4,80.1,16,20,-29.7,104.7
51177,estable,68.2,61.3,75.6,77,-0.2,-18.9,22.7
51179,estable,77.4,69.1,86.3,72,-5.5,-20.1,11.8
51181,estable,60.9,40,90.1,6,-2.6,-8.5,3.7
51183,estable,90.7,70.2,115.9,14,3.4,-31,55.1
51185,estable,67.6,58.6,77.7,42,11.5,-6.8,33.4
51187,estable,72.1,61,84.7,31,-1.8,-21,22
51191,decendiente,75.6,67.1,85,60,-14.2,-24.6,-2.3
51193,estable,74.7,61,91.1,22,7.8,-12.5,32.8
51195,estable,84.3,73.2,96.8,42,-8.7,-24,9.6
51197,estable,74.7,63.1,88.1,31,9.3,-6.6,28
51199,estable,48.4,41.1,56.5,33,-4.7,-24.5,20.3
51510,estable,28.8,24.4,33.8,34,-9.2,-24.8,9.6
51520,estable,54.6,42.3,69.9,14,7.3,-48.3,122.8
51530,estable,107.3,76.5,146.7,8,-8,-20.5,6.4
51540,creciente,114.7,98.7,132.4,38,11.3,3.9,19.3
51550,estable,71.6,66.4,77,149,-6.3,-13.6,1.6
51570,estable,69.5,55.2,86.8,17,2.4,-21.6,33.6
51580,estable,167,128.5,214.5,13,6.9,-26.3,55
51590,estable,92.4,81.8,104.1,57,3.1,-26.3,44.4
51595,creciente,56.2,34.1,88.3,4,18.1,0.6,38.8
51600,estable,26.5,18.6,36.9,7,-40.1,-64.6,1.4
51610,estable,44.8,28.2,67.2,5,-7.2,-21.2,9.3
51620,estable,82.8,59.8,112.2,9,20.1,-15.9,71.6
51630,estable,95.1,77.1,115.9,20,3.4,-22.9,38.9
51640,estable,80.2,57.1,110.6,8,44.2,-0.6,109.1
51650,estable,76.8,70.4,83.6,110,-2.7,-10.3,5.4
51660,estable,91.2,76.6,107.8,29,2.2,-10.8,17.1
51670,estable,89.5,74.1,107.4,24,5.4,-18.2,35.8
51678,desconocido,110.1,75.5,157,7,0,0,0
51680,estable,75.9,67.4,85.1,61,5.4,-11.2,25.1
51683,estable,55.1,42.3,70.1,14,-4.4,-28.8,28.4
51685,desconocido,0,0,0,0,0,0,0
51690,estable,70.8,54.8,90.4,14,12.9,-38.7,107.7
51700,estable,75.2,69.4,81.4,125,4.2,-6.8,16.4
51710,estable,75.6,70.2,81.3,152,-3.5,-13.3,7.4
51720,estable,100.5,64.2,151.1,5,17.9,-30.5,99.9
51730,estable,113.1,98.6,129.2,45,4.1,-15.5,28.4
51735,estable,50.2,34.9,70.4,7,17.3,-39.1,126
51740,estable,78.3,70.8,86.5,81,-9.7,-21,3.4
51750,estable,87.3,63.9,116.4,9,11.4,-23.4,61.9
51760,estable,76.1,70.6,81.8,151,-2.1,-6.9,2.9
51770,estable,95.5,87.5,104,110,8.1,-4.3,22.2
51775,estable,71.5,59.2,85.8,24,12.7,-6.9,36.5
51790,estable,96.8,82.9,112.8,35,-0.1,-18.2,21.9
51800,decendiente,68.3,60.6,76.8,59,-9.7,-11.6,-7.7
51810,estable,67.5,64,71.2,279,5.4,-7.3,19.8
51820,estable,88.3,73,106,24,17.7,-5.5,46.7
51830,estable,127.9,102.8,158.2,19,34.7,-31.6,165.3
51840,decendiente,57.1,45.5,70.9,17,-18.5,-30.7,-4.2
51917,decendiente,58.4,51.9,65.6,61,-17.9,-23.3,-12.1
53001,estable,37,24.6,53.2,6,-16.9,-32.5,2.4
53003,estable,66.8,54.3,81.6,21,0.1,-25,33.8
53005,estable,59.9,54.9,65.3,109,-2.2,-15.5,13.2
53007,estable,49.8,43.5,56.8,47,5.5,-13.2,28.3
53009,estable,69.6,63,76.9,90,-0.3,-1,0.5
53011,estable,62.1,58.7,65.7,266,-0.5,-8.4,8
53013,estable,62.2,38.5,99.5,4,13.3,-29.3,81.4
53015,estable,66.3,60.1,73,88,-7,-18.4,6
53017,estable,42,33.9,51.5,19,-6.5,-17.5,6
53019,estable,46,30,69.4,6,-25.7,-50.8,12.2
53021,estable,52.7,43.9,62.6,27,-3.1,-17.9,14.5
53023,desconocido,0,0,0,0,0,0,0
53025,estable,57.1,50.1,64.8,49,4.1,-18.6,33.1
53027,decendiente,81.9,74,90.5,81,-5.3,-8.9,-1.6
53029,decendiente,48.2,42.6,54.4,56,-7.2,-12.5,-1.5
53031,decendiente,55.7,47.2,65.8,34,-1.4,-2.3,-0.5
53033,decendiente,51.8,50.3,53.3,972,-3,-4.2,-1.9
53035,decendiente,60.5,56.4,64.8,173,-1.6,-2.1,-1.1
53037,estable,47.4,38.4,58,20,-5.4,-15.9,6.3
53039,estable,47.6,37.2,60.5,15,8.4,-3.9,22.2
53041,estable,61.9,55.2,69.3,65,-1.5,-13.9,12.7
53043,estable,60.9,44.9,81.9,10,-5,-45,63.9
53045,decendiente,75.9,67.9,84.7,69,-2.9,-4.1,-1.7
53047,estable,62.8,53.8,73.1,36,-2.1,-23.2,24.8
53049,estable,62,51,75.4,24,-9.9,-26,9.6
53051,estable,74.9,58.4,95.4,15,1.5,-15,21.2
53053,decendiente,76.1,73.3,79,590,-3.9,-7.4,-0.2
53055,decendiente,34.8,25.5,47.7,11,-2.6,-4.4,-0.7
53057,decendiente,63.1,57.5,69.1,98,-0.8,-1.5,-0.1
53059,estable,47.7,32.9,67.7,7,-19.4,-36.9,2.9
53061,decendiente,64.1,61.3,67,433,-0.8,-1.3,-0.4
53063,estable,59.8,56.8,62.9,313,-2.3,-11.5,8
53065,estable,58.7,50.4,68.2,38,-7.6,-23.6,11.7
53067,decendiente,63.8,59.6,68.2,180,-1.9,-2.6,-1.1
53069,estable,55.4,31.5,95.2,4,40.9,-14.5,132.2
53071,estable,53.4,45.8,61.8,37,-3.6,-14.8,9.1
53073,estable,59.8,55.2,64.6,133,-0.3,-0.8,0.2
53075,estable,41.7,32.6,52.5,15,-6.9,-30.8,25.3
53077,estable,57.6,53.3,62.1,137,-3.6,-15.3,9.8
54001,estable,58.8,45.4,75.4,13,-4,-26,24.5
54003,estable,83.7,75.9,91.9,92,-2.8,-9.9,4.9
54005,estable,111.8,95.3,130.5,34,-4.5,-17.8,10.9
54007,estable,72.4,56.9,91.4,16,-2,-19.2,18.7
54009,estable,64.7,53.4,78,24,-3.9,-30.5,32.9
54011,estable,89.9,82.4,97.9,109,-2.6,-8.3,3.4
54013,estable,90.9,67.8,120.6,11,-12.2,-39.9,28.3
54015,estable,99.8,76.1,129.2,13,1,-15.2,20.4
54017,estable,40,24.8,62.2,4,38.5,-12,117.9
54019,estable,87.6,77.5,98.8,56,0.7,-6.9,9
54021,estable,46.8,29.9,70.8,5,-0.8,-47,85.8
54023,estable,52.7,38.2,71.6,9,-4.7,-48.2,75
54025,estable,67.8,58.3,78.6,38,-1.7,-26.4,31.4
54027,estable,83.8,69.9,99.9,27,-0.7,-8.5,7.8
54029,estable,78.9,67.6,91.7,36,9.4,-4,24.8
54031,estable,68.8,52.9,88.5,13,3.2,-14.5,24.4
54033,estable,87.3,78.9,96.4,82,-3.1,-12.4,7.3
54035,estable,74.3,62.9,87.5,31,-2.1,-21.3,21.8
54037,estable,71,61.3,81.9,41,-1,-13.8,13.8
54039,estable,87.3,82.3,92.6,231,-1,-3.5,1.6
54041,estable,100.1,83,120.3,25,-11.6,-30.3,12.1
54043,decendiente,111.5,94.5,131,32,-10.3,-16,-4.4
54045,estable,115.7,102.2,130.6,56,0.5,-10.6,13
54047,estable,103.9,88.1,122.1,32,-5.1,-30.1,28.7
54049,estable,77.5,68.9,86.9,61,-4.1,-16.8,10.6
54051,estable,72.8,62.1,85.1,34,1.9,-19.5,29
54053,estable,87.6,74.7,102.2,34,-3.7,-15.3,9.6
54055,estable,84,75.6,93.2,75,-0.3,-15.7,18
54057,estable,82.3,69.9,96.5,32,4.3,-4.3,13.7
54059,estable,106.5,90.9,124.2,35,4.8,-14.9,29
54061,estable,65.9,58.2,74.2,56,3.2,-7.7,15.3
54063,creciente,63.3,48.4,81.9,13,29.3,4.1,60.5
54065,estable,68.9,55.3,85.4,18,-8.6,-32.9,24.5
54067,estable,67.5,56.1,81,25,-4.3,-22.6,18.3
54069,estable,73.5,64.2,83.9,47,-3.8,-25,23.4
54071,estable,44.2,29.8,65.4,6,3.1,-47.5,102.5
54073,estable,98.3,71.9,131.9,10,-2,-35.8,49.6
54075,estable,78.2,58.6,103.6,11,1.9,-23.7,36.3
54077,estable,68.1,57.6,80.2,31,4.5,-3.2,12.9
54079,estable,76.1,66.9,86.2,52,-0.7,-13.9,14.5
54081,estable,81,73.4,89.2,86,-4.8,-12.8,3.9
54083,estable,63.3,52.8,75.5,27,10.8,-9.5,35.8
54085,estable,105.7,83.2,133.4,16,-5.7,-43.6,57.6
54087,estable,76.5,60.4,95.9,16,-5.1,-33.3,35.1
54089,estable,54.1,40.6,71.3,11,-8,-20.4,6.4
54091,estable,72.2,57.2,90.2,17,-5.8,-26.5,20.8
54093,estable,75.3,54.2,103.7,9,-20.5,-41.8,8.4
54095,estable,81,61.1,106.5,11,-0.3,-33.3,48.9
54097,estable,74,61.2,89,24,6,-1.3,13.8
54099,estable,89.5,78.7,101.6,51,-4.7,-11.6,2.7
54101,estable,94.6,72.1,122.8,13,-4.7,-35.7,41.2
54103,estable,87,71.2,105.8,22,1.9,-9.8,15.1
54105,estable,78.8,54.1,112.9,7,31.7,-10.3,93.3
54107,estable,81.9,74.6,89.6,97,-3,-16,12.1
54109,estable,90.3,75.3,107.5,27,-0.7,-18.7,21.2
55001,estable,85.7,72.6,101.3,32,-1.6,-20.4,21.6
55003,estable,71.4,55.7,90.3,15,-3.2,-37.1,49
55005,estable,58.9,50.7,68.1,38,-6.7,-16.9,4.8
55007,estable,54.9,42.6,70.5,14,-7.6,-29.1,20.4
55009,estable,57.9,53.8,62.3,149,-2.6,-14,10.4
55011,estable,52.4,38.9,69.8,10,-11.4,-38.1,26.6
55013,estable,75.7,61.2,93.5,20,-1.9,-12.5,9.9
55015,decendiente,53.3,44.5,63.2,27,-19.1,-27.9,-9.2
55017,estable,65.8,57.8,74.7,50,-1.7,-11.7,9.4
55019,estable,52.3,42.8,63.3,22,-9,-19.6,3
55021,estable,64.3,56.1,73.5,45,-4.1,-8.2,0.2
55023,estable,62.4,49.3,78.6,16,-6,-26.8,20.6
55025,estable,54.3,51.2,57.5,245,-0.6,-7.2,6.4
55027,estable,58.6,52.3,65.4,65,-0.2,-7.5,7.6
55029,estable,53.8,45,64.4,27,0.2,-20.9,26.8
55031,estable,58.1,49.2,68.2,31,-4.9,-22.7,16.8
55033,estable,45.4,37,55.3,21,-4.9,-21.3,15
55035,estable,57.1,50.7,64,61,-2.1,-6.2,2.3
55037,estable,66.5,42.2,103.8,5,19.3,-17.8,73.2
55039,estable,60.7,54.7,67.3,76,1.6,-5.4,9.2
55041,estable,94.7,73.7,120.9,14,-7.7,-35,31.1
55043,estable,51.5,43.9,60.2,33,-9.6,-26.5,11.2
55045,estable,58.6,48.9,69.6,27,3,-19.7,32.1
55047,estable,53.7,42.2,67.8,15,-3.3,-18.7,15.1
55049,estable,56,44.4,69.9,17,7.9,-35.6,80.8
55051,estable,79.3,58,109.5,9,-3,-35.7,46.3
55053,estable,69,55.7,84.7,19,8.6,-28.2,64.1
55055,estable,56.2,49.5,63.6,52,2,-6.6,11.4
55057,estable,67.5,56.2,80.6,26,4.1,-11.5,22.4
55059,estable,73.1,67.3,79.4,120,-2.2,-12.8,9.6
55061,estable,50.7,39.5,64.4,14,13.8,-9.5,43.1
55063,estable,60.4,54.4,66.9,77,-1.9,-7.7,4.3
55065,estable,47.5,35.5,62.7,11,3.6,-23.5,40.5
55067,estable,64.2,52.1,78.8,20,6.4,-10.9,27.1
55069,estable,64.1,53.7,76.2,27,5.2,-23.3,44.2
55071,estable,52.2,46.3,58.7,59,-1.7,-8.6,5.8
55073,estable,48.8,44,53.9,78,-0.7,-15.9,17.2
55075,decendiente,72.3,63.2,82.5,47,-11.3,-18.1,-4
55077,estable,76.3,61.2,94.7,19,2.3,-19.3,29.8
55078,estable,80.9,47.3,130.1,4,-14.7,-41.9,25.3
55079,estable,71.1,68.6,73.6,658,-1.7,-6.3,3.1
55081,estable,77.3,67,88.9,41,7.3,-2.7,18.4
55083,estable,76.5,66,88.4,39,-2,-22.7,24.3
55085,estable,78.2,68.4,89.3,48,3.5,-8.3,16.8
55087,estable,54.8,50,59.9,99,-4.3,-13.5,6
55089,estable,49.4,43.7,55.8,55,0.6,-12.5,15.5
55091,estable,53.4,35.9,77.8,6,39.6,-7.3,110.5
55093,decendiente,37.6,29.4,47.3,15,-16.4,-28.5,-2.2
55095,estable,52.3,44.3,61.4,31,3,-3.4,9.9
55097,estable,54.3,47,62.4,42,-0.8,-5.9,4.6
55099,estable,58,45,74.6,14,2,-27.8,43.9
55101,estable,69.5,64.6,74.8,153,-4.3,-15.8,8.7
55103,estable,57.7,44.8,73.5,14,5.9,-21.8,43.4
55105,estable,74.9,69.4,80.7,139,-3.2,-9.9,3.9
55107,estable,76,61,94.4,18,4.2,-1.1,9.7
55109,creciente,45.4,38.8,52.9,35,17.8,10,26.1
55111,estable,57.3,49.9,65.6,44,0.2,-27.1,37.6
55113,decendiente,67.3,53.7,84,18,-7.5,-11.2,-3.6
55115,estable,55,46.8,64.4,33,-3.2,-29,32
55117,estable,60.6,54.9,66.9,84,-0.9,-17.4,18.8
55119,estable,47.4,36.3,61,13,2.2,-25.6,40.4
55121,estable,57.9,47.3,70.2,21,4.4,-16.1,30
55123,estable,55,45.3,66.4,23,-4.8,-22.4,16.9
55125,creciente,66.9,56.2,79.8,28,8.9,2.9,15.3
55127,estable,64,57.6,71,75,1.4,-6.1,9.7
55129,estable,71.5,57.5,88.7,19,-1.7,-10.7,8.2
55131,estable,57.3,52,63,89,7.6,-10.9,30.1
55133,estable,54.6,51.7,57.7,262,1.4,-5.2,8.4
55135,estable,64.7,56.7,73.7,48,-11.2,-22.2,1.4
55137,estable,72,60.5,85.6,28,-11.1,-23.5,3.2
55139,estable,62.2,57.2,67.5,117,-5.4,-13,2.8
55141,estable,57.4,50.9,64.6,58,-0.7,-10.8,10.5
56001,estable,40.8,30.4,53.4,11,2,-39.1,70.8
56003,estable,41.8,28.8,59.2,7,-13.5,-34.7,14.7
56005,estable,53.1,40.9,67.5,16,-7.5,-15.8,1.5
56007,estable,58.4,43.2,77.4,10,-6,-27.6,22.1
56009,estable,58.3,42.4,78.4,9,-0.3,-39.4,63.8
56011,estable,46.2,28.7,71.7,5,-7.1,-44,54
56013,estable,45.7,37.4,55.3,22,0.4,-23.2,31.4
56015,estable,52.5,39.1,69.7,10,1,-25.8,37.6
56017,estable,75.8,52.1,110.1,7,-17,-38.3,11.7
56019,estable,38.2,24.6,58,5,19.4,-9.9,58.2
56021,decendiente,52.1,45.9,58.9,53,-13.6,-21.4,-5.1
56023,estable,32.1,22,45.6,7,6.7,-37.9,83.2
56025,estable,58.2,51,66.2,48,-8.7,-17.3,0.8
56027,desconocido,0,0,0,0,0,0,0
56029,estable,36.3,28.4,46.1,15,-4.2,-11.8,3.9
56031,estable,52,36.4,73.5,7,0.7,-5.9,7.8
56033,estable,52,42,63.7,20,-4.3,-12.5,4.8
56035,desconocido,0,0,0,0,0,0,0
56037,estable,39.9,30.5,51.1,14,12.6,-18.1,54.9
56039,estable,23.7,14.7,36.1,5,-19.6,-35.5,0.1
56041,estable,31.7,20.8,46.1,6,-0.1,-18.3,22
56043,estable,50,33.8,72.2,6,13.5,-12.2,46.7
56045,estable,44.9,27.9,69.6,4,-26.2,-65.4,57.4
